file	cds	location	codon	position
../mitogenomes/mitoannotations/NC_000860_Salvelinus_fontinalis.txt-	CDS	5472..7022	codon_start	1
../mitogenomes/mitoannotations/NC_000861_Salvelinus_alpinus.txt-	CDS	5473..7023	codon_start	1
../mitogenomes/mitoannotations/NC_000890_Mustelus_manazo.txt-	CDS	5461..7017	codon_start	1
../mitogenomes/mitoannotations/NC_000893_Amblyraja_radiata.txt-	CDS	5474..7030	codon_start	1
../mitogenomes/mitoannotations/NC_001131_Lampetra_fluviatilis.txt-	CDS	5338..6891	codon_start	1
../mitogenomes/mitoannotations/NC_001606_Cyprinus_carpio.txt-	CDS	5471..7021	codon_start	1
../mitogenomes/mitoannotations/NC_001626_Petromyzon_marinus.txt-	CDS	5335..6888	codon_start	1
../mitogenomes/mitoannotations/NC_001708_Protopterus_dolloi.txt-	CDS	5319..6866	codon_start	1
../mitogenomes/mitoannotations/NC_001717_Oncorhynchus_mykiss.txt-	CDS	5465..7015	codon_start	1
../mitogenomes/mitoannotations/NC_001727_Formosania_lacustris.txt-	CDS	5470..7020	codon_start	1
../mitogenomes/mitoannotations/NC_001778_Polypterus_ornatipinnis.txt-	CDS	5418..6974	codon_start	1
../mitogenomes/mitoannotations/NC_001804_Latimeria_chalumnae.txt-	CDS	5477..7024	codon_start	1
../mitogenomes/mitoannotations/NC_001950_Scyliorhinus_canicula.txt-	CDS	5473..7026	codon_start	1
../mitogenomes/mitoannotations/NC_001960_Salmo_salar.txt-	CDS	5470..7020	codon_start	1
../mitogenomes/mitoannotations/NC_002012_Squalus_acanthias.txt-	CDS	5468..7024	codon_start	1
../mitogenomes/mitoannotations/NC_002079_Carassius_auratus.txt-	CDS	5479..7029	codon_start	1
../mitogenomes/mitoannotations/NC_002081_Gadus_morhua.txt-	CDS	5443..6993	codon_start	1
../mitogenomes/mitoannotations/NC_002333_Danio_rerio.txt-	CDS	5475..7025	codon_start	1
../mitogenomes/mitoannotations/NC_002386_Paralichthys_olivaceus.txt-	CDS	5500..7050	codon_start	1
../mitogenomes/mitoannotations/NC_002574_Sigmops_gracilis.txt-	CDS	5433..6980	codon_start	1
../mitogenomes/mitoannotations/NC_002616_Sardinops_melanostictus.txt-	CDS	5489..7039	codon_start	1
../mitogenomes/mitoannotations/NC_002639_Myxine_glutinosa.txt-	CDS	5178..6731	codon_start	1
../mitogenomes/mitoannotations/NC_002646_Coregonus_lavaretus.txt-	CDS	5472..7022	codon_start	1
../mitogenomes/mitoannotations/NC_002647_Diplophos_taenia.txt-	CDS	5466..7028	codon_start	1
../mitogenomes/mitoannotations/NC_002648_Polymixia_japonica.txt-	CDS	5489..7039	codon_start	1
../mitogenomes/mitoannotations/NC_002674_Hime_japonica.txt-	CDS	5467..7017	codon_start	1
../mitogenomes/mitoannotations/NC_002707_Anguilla_japonica.txt-	CDS	5491..7083	codon_start	1
../mitogenomes/mitoannotations/NC_002734_Plecoglossus_altivelis.txt-	CDS	5496..7046	codon_start	1
../mitogenomes/mitoannotations/NC_002761_Conger_myriaster.txt-	CDS	5487..7052	codon_start	1
../mitogenomes/mitoannotations/NC_002807_Eptatretus_burgeri.txt-	CDS	5193..6746	codon_start	1
../mitogenomes/mitoannotations/NC_002812_Arctoscopus_japonicus.txt-	CDS	5476..7026	codon_start	1
../mitogenomes/mitoannotations/NC_002813_Trachurus_japonicus.txt-	CDS	5512..7062	codon_start	1
../mitogenomes/mitoannotations/NC_002980_Oncorhynchus_tshawytscha.txt-	CDS	5469..7019	codon_start	1
../mitogenomes/mitoannotations/NC_003095_Osteoglossum_bicirrhosum.txt-	CDS	5494..7059	codon_start	1
../mitogenomes/mitoannotations/NC_003096_Pantodon_buchholzi.txt-	CDS	5461..7017	codon_start	1
../mitogenomes/mitoannotations/NC_003097_Engraulis_japonicus.txt-	CDS	5481..7025	codon_start	1
../mitogenomes/mitoannotations/NC_003127_Neoceratodus_forsteri.txt-	CDS	5467..7023	codon_start	1
../mitogenomes/mitoannotations/NC_003136_Chimaera_monstrosa.txt-	CDS	5456..7015	codon_start	1
../mitogenomes/mitoannotations/NC_003137_Heterodontus_francisci.txt-	CDS	5462..7018	codon_start	1
../mitogenomes/mitoannotations/NC_003159_Chauliodus_sloani.txt-	CDS	7096..8643	codon_start	1
../mitogenomes/mitoannotations/NC_003160_Chlorophthalmus_agassizi.txt-	CDS	5517..7067	codon_start	1
../mitogenomes/mitoannotations/NC_003161_Harpadon_microchir.txt-	CDS	5447..6997	codon_start	1
../mitogenomes/mitoannotations/NC_003162_Saurida_undosquamis.txt-	CDS	5448..6998	codon_start	1
../mitogenomes/mitoannotations/NC_003163_Myctophum_affine.txt-	CDS	5691..7238	codon_start	1
../mitogenomes/mitoannotations/NC_003164_Diaphus_splendidus.txt-	CDS	5666..7216	codon_start	1
../mitogenomes/mitoannotations/NC_003165_Lampris_guttatus.txt-	CDS	5496..7055	codon_start	1
../mitogenomes/mitoannotations/NC_003166_Trachipterus_trachypterus.txt-	CDS	5570..7120	codon_start	1
../mitogenomes/mitoannotations/NC_003167_Zu_cristatus.txt-	CDS	5559..7109	codon_start	1
../mitogenomes/mitoannotations/NC_003168_Percopsis_transmontana.txt-	CDS	5569..7119	codon_start	1
../mitogenomes/mitoannotations/NC_003169_Coelorinchus_kishinouyei.txt-	CDS	5438..6988	codon_start	1
../mitogenomes/mitoannotations/NC_003171_Scopelogadus_mizolepis.txt-	CDS	5486..7039	codon_start	1
../mitogenomes/mitoannotations/NC_003172_Poromitra_oscitans.txt-	CDS	5693..7243	codon_start	1
../mitogenomes/mitoannotations/NC_003173_Zenopsis_nebulosus.txt-	CDS	5441..7000	codon_start	1
../mitogenomes/mitoannotations/NC_003175_Elassoma_evergladei.txt-	CDS	5426..6976	codon_start	1
../mitogenomes/mitoannotations/NC_003176_Kareius_bicoloratus.txt-	CDS	5500..7059	codon_start	1
../mitogenomes/mitoannotations/NC_003177_Stephanolepis_cirrhifer.txt-	CDS	5456..7006	codon_start	1
../mitogenomes/mitoannotations/NC_003178_Ateleopus_japonicus.txt-	CDS	5485..7035	codon_start	1
../mitogenomes/mitoannotations/NC_003179_Ijimaia_dofleini.txt-	CDS	5479..7029	codon_start	1
../mitogenomes/mitoannotations/NC_003180_Neoscopelus_microchir.txt-	CDS	5491..7041	codon_start	1
../mitogenomes/mitoannotations/NC_003181_Polymixia_lowei.txt-	CDS	5474..7024	codon_start	1
../mitogenomes/mitoannotations/NC_003182_Mugil_cephalus.txt-	CDS	5540..7108	codon_start	1
../mitogenomes/mitoannotations/NC_003183_Cololabis_saira.txt-	CDS	5451..7004	codon_start	1
../mitogenomes/mitoannotations/NC_003184_Exocoetus_volitans.txt-	CDS	5472..7025	codon_start	1
../mitogenomes/mitoannotations/NC_003185_Danacetichthys_galathenus.txt-	CDS	5455..6996	codon_start	1
../mitogenomes/mitoannotations/NC_003186_Rondeletia_loricata.txt-	CDS	5469..7019	codon_start	1
../mitogenomes/mitoannotations/NC_003187_Hoplostethus_japonicus.txt-	CDS	5462..7012	codon_start	1
../mitogenomes/mitoannotations/NC_003188_Beryx_splendens.txt-	CDS	5478..7028	codon_start	1
../mitogenomes/mitoannotations/NC_003189_Myripristis_berndti.txt-	CDS	5476..7032	codon_start	1
../mitogenomes/mitoannotations/NC_003190_Zeus_faber.txt-	CDS	5445..7007	codon_start	1
../mitogenomes/mitoannotations/NC_003191_Antigonia_capros.txt-	CDS	5490..7049	codon_start	1
../mitogenomes/mitoannotations/NC_003192_Monopterus_albus.txt-	CDS	5461..7017	codon_start	1
../mitogenomes/mitoannotations/NC_003193_Mastacembelus_favus.txt-	CDS	5450..7000	codon_start	1
../mitogenomes/mitoannotations/NC_003194_Dactyloptena_peterseni.txt-	CDS	5486..7036	codon_start	1
../mitogenomes/mitoannotations/NC_003195_Helicolenus_hilgendorfi.txt-	CDS	5480..7030	codon_start	1
../mitogenomes/mitoannotations/NC_003196_Pagrus_major.txt-	CDS	5485..7047	codon_start	1
../mitogenomes/mitoannotations/NC_003290_Kryptolebias_marmoratus.txt-	CDS	6226..7782	codon_start	1
../mitogenomes/mitoannotations/NC_003342_Lepidosiren_paradoxa.txt-	CDS	5306..6859	codon_start	1
../mitogenomes/mitoannotations/NC_003489_Ictalurus_punctatus.txt-	CDS	5450..7000	codon_start	1
../mitogenomes/mitoannotations/NC_004299_Takifugu_rubripes.txt-	CDS	5445..7004	codon_start	1
../mitogenomes/mitoannotations/NC_004372_Aphredoderus_sayanus.txt-	CDS	5444..6997	codon_start	1
../mitogenomes/mitoannotations/NC_004373_Carapus_bermudensis.txt-	CDS	5422..6981	codon_start	1
../mitogenomes/mitoannotations/NC_004374_Bassozetus_zenkevitchi.txt-	CDS	5463..7013	codon_start	1
../mitogenomes/mitoannotations/NC_004375_Cataetyx_rubrirostris.txt-	CDS	5457..7007	codon_start	1
../mitogenomes/mitoannotations/NC_004376_Diplacanthopoma_brachysoma.txt-	CDS	5464..7014	codon_start	1
../mitogenomes/mitoannotations/NC_004377_Physiculus_japonicus.txt-	CDS	5441..7006	codon_start	1
../mitogenomes/mitoannotations/NC_004378_Lamprogrammus_niger.txt-	CDS	5464..7014	codon_start	1
../mitogenomes/mitoannotations/NC_004379_Lota_lota.txt-	CDS	5438..6988	codon_start	1
../mitogenomes/mitoannotations/NC_004380_Lophius_americanus.txt-	CDS	5468..7018	codon_start	1
../mitogenomes/mitoannotations/NC_004381_Chaunax_abei.txt-	CDS	5481..7037	codon_start	1
../mitogenomes/mitoannotations/NC_004382_Chaunax_penicillatus.txt-	CDS	5483..7039	codon_start	1
../mitogenomes/mitoannotations/NC_004383_Caulophryne_jordani.txt-	CDS	5457..7007	codon_start	1
../mitogenomes/mitoannotations/NC_004384_Melanocetus_murrayi.txt-	CDS	5488..7038	codon_start	1
../mitogenomes/mitoannotations/NC_004385_Melanotaenia_lacustris.txt-	CDS	5466..7016	codon_start	1
../mitogenomes/mitoannotations/NC_004386_Hypoatherina_tsurugae.txt-	CDS	5483..7033	codon_start	1
../mitogenomes/mitoannotations/NC_004387_Oryzias_latipes.txt-	CDS	5455..7011	codon_start	1
../mitogenomes/mitoannotations/NC_004388_Gambusia_affinis.txt-	CDS	5462..7018	codon_start	1
../mitogenomes/mitoannotations/NC_004389_Cetostoma_regani.txt-	CDS	5484..7034	codon_start	1
../mitogenomes/mitoannotations/NC_004390_Eutaeniophorus_sp_033-Miya.txt-	CDS	5484..7034	codon_start	1
../mitogenomes/mitoannotations/NC_004391_Anoplogaster_cornuta.txt-	CDS	5457..7007	codon_start	1
../mitogenomes/mitoannotations/NC_004392_Monocentris_japonicus.txt-	CDS	5474..7024	codon_start	1
../mitogenomes/mitoannotations/NC_004393_Beryx_decadactylus.txt-	CDS	5477..7027	codon_start	1
../mitogenomes/mitoannotations/NC_004394_Ostichthys_japonicus.txt-	CDS	5479..7029	codon_start	1
