file	gene	location	product	grep
../mitogenomes/mitoannotations/NC_000860_Salvelinus_fontinalis.txt:	rRNA	69..1015	product	12S rRNA
../mitogenomes/mitoannotations/NC_000861_Salvelinus_alpinus.txt:	rRNA	69..1015	product	12S rRNA
../mitogenomes/mitoannotations/NC_000890_Mustelus_manazo.txt:	rRNA	70..1022	product	12S rRNA
../mitogenomes/mitoannotations/NC_000893_Amblyraja_radiata.txt:	rRNA	70..1036	product	12S rRNA
../mitogenomes/mitoannotations/NC_001131_Lampetra_fluviatilis.txt:	rRNA	68..969	product	12S rRNA
../mitogenomes/mitoannotations/NC_001606_Cyprinus_carpio.txt:	rRNA	70..1020	product	12S rRNA
../mitogenomes/mitoannotations/NC_001626_Petromyzon_marinus.txt:	rRNA	69..916	product	12S rRNA
../mitogenomes/mitoannotations/NC_001708_Protopterus_dolloi.txt:	rRNA	91..1000	product	12S rRNA
../mitogenomes/mitoannotations/NC_001717_Oncorhynchus_mykiss.txt:	rRNA	69..1012	product	12S rRNA
../mitogenomes/mitoannotations/NC_001727_Formosania_lacustris.txt:	rRNA	71..1021	product	12S rRNA
../mitogenomes/mitoannotations/NC_001778_Polypterus_ornatipinnis.txt:	rRNA	72..1021	product	12S rRNA
../mitogenomes/mitoannotations/NC_001804_Latimeria_chalumnae.txt:	rRNA	70..1052	product	12S rRNA
../mitogenomes/mitoannotations/NC_001950_Scyliorhinus_canicula.txt:	rRNA	70..1026	product	12S rRNA
../mitogenomes/mitoannotations/NC_001960_Salmo_salar.txt:	rRNA	69..1014	product	12S rRNA
../mitogenomes/mitoannotations/NC_002012_Squalus_acanthias.txt:	rRNA	70..1020	product	12S rRNA
../mitogenomes/mitoannotations/NC_002079_Carassius_auratus.txt:	rRNA	70..1023	product	12S rRNA
../mitogenomes/mitoannotations/NC_002081_Gadus_morhua.txt:	rRNA	69..1018	product	12S rRNA
../mitogenomes/mitoannotations/NC_002333_Danio_rerio.txt:	rRNA	70..1021	product	12S rRNA
../mitogenomes/mitoannotations/NC_002386_Paralichthys_olivaceus.txt:	rRNA	69..1017	product	12S rRNA
../mitogenomes/mitoannotations/NC_002574_Sigmops_gracilis.txt:	rRNA	70..1008	product	12S rRNA
../mitogenomes/mitoannotations/NC_002616_Sardinops_melanostictus.txt:	rRNA	70..1028	product	12S rRNA
../mitogenomes/mitoannotations/NC_002639_Myxine_glutinosa.txt:	rRNA	201..924	product	12S rRNA
../mitogenomes/mitoannotations/NC_002646_Coregonus_lavaretus.txt:	rRNA	69..1015	product	12S rRNA
../mitogenomes/mitoannotations/NC_002647_Diplophos_taenia.txt:	rRNA	70..1015	product	12S rRNA
../mitogenomes/mitoannotations/NC_002648_Polymixia_japonica.txt:	rRNA	69..1019	product	12S rRNA
../mitogenomes/mitoannotations/NC_002674_Hime_japonica.txt:	rRNA	69..1014	product	12S rRNA
../mitogenomes/mitoannotations/NC_002707_Anguilla_japonica.txt:	rRNA	71..1016	product	12S rRNA
../mitogenomes/mitoannotations/NC_002734_Plecoglossus_altivelis.txt:	rRNA	69..1013	product	12S rRNA
../mitogenomes/mitoannotations/NC_002761_Conger_myriaster.txt:	rRNA	71..1027	product	12S rRNA
../mitogenomes/mitoannotations/NC_002807_Eptatretus_burgeri.txt:	rRNA	205..870	product	12S rRNA
../mitogenomes/mitoannotations/NC_002812_Arctoscopus_japonicus.txt:	rRNA	69..1014	product	12S rRNA
../mitogenomes/mitoannotations/NC_002813_Trachurus_japonicus.txt:	rRNA	69..1023	product	12S rRNA
../mitogenomes/mitoannotations/NC_002980_Oncorhynchus_tshawytscha.txt:	rRNA	69..1015	product	12S rRNA
../mitogenomes/mitoannotations/NC_003095_Osteoglossum_bicirrhosum.txt:	rRNA	70..1032	product	12S rRNA
../mitogenomes/mitoannotations/NC_003096_Pantodon_buchholzi.txt:	rRNA	70..1030	product	12S rRNA
../mitogenomes/mitoannotations/NC_003097_Engraulis_japonicus.txt:	rRNA	70..1019	product	12S rRNA
../mitogenomes/mitoannotations/NC_003127_Neoceratodus_forsteri.txt:	rRNA	69..1020	product	12S rRNA
../mitogenomes/mitoannotations/NC_003136_Chimaera_monstrosa.txt:	rRNA	69..1019	product	12S rRNA
../mitogenomes/mitoannotations/NC_003137_Heterodontus_francisci.txt:	rRNA	71..1022	product	12S rRNA
../mitogenomes/mitoannotations/NC_003159_Chauliodus_sloani.txt:	rRNA	142..1082	product	12S rRNA
../mitogenomes/mitoannotations/NC_003160_Chlorophthalmus_agassizi.txt:	rRNA	70..1031	product	12S rRNA
../mitogenomes/mitoannotations/NC_003161_Harpadon_microchir.txt:	rRNA	69..1014	product	12S rRNA
../mitogenomes/mitoannotations/NC_003162_Saurida_undosquamis.txt:	rRNA	69..1014	product	12S rRNA
../mitogenomes/mitoannotations/NC_003163_Myctophum_affine.txt:	rRNA	69..1021	product	12S rRNA
../mitogenomes/mitoannotations/NC_003164_Diaphus_splendidus.txt:	rRNA	69..1025	product	12S rRNA
../mitogenomes/mitoannotations/NC_003165_Lampris_guttatus.txt:	rRNA	68..1020	product	12S rRNA
../mitogenomes/mitoannotations/NC_003166_Trachipterus_trachypterus.txt:	rRNA	68..1011	product	12S rRNA
../mitogenomes/mitoannotations/NC_003167_Zu_cristatus.txt:	rRNA	68..1015	product	12S rRNA
../mitogenomes/mitoannotations/NC_003168_Percopsis_transmontana.txt:	rRNA	69..1014	product	12S rRNA
../mitogenomes/mitoannotations/NC_003169_Coelorinchus_kishinouyei.txt:	rRNA	69..1012	product	12S rRNA
../mitogenomes/mitoannotations/NC_003171_Scopelogadus_mizolepis.txt:	rRNA	68..1016	product	12S rRNA
../mitogenomes/mitoannotations/NC_003172_Poromitra_oscitans.txt:	rRNA	69..1015	product	12S rRNA
../mitogenomes/mitoannotations/NC_003173_Zenopsis_nebulosus.txt:	rRNA	69..1018	product	12S rRNA
../mitogenomes/mitoannotations/NC_003175_Elassoma_evergladei.txt:	rRNA	69..1013	product	12S rRNA
../mitogenomes/mitoannotations/NC_003176_Kareius_bicoloratus.txt:	rRNA	69..1017	product	12S rRNA
../mitogenomes/mitoannotations/NC_003177_Stephanolepis_cirrhifer.txt:	rRNA	69..1017	product	12S rRNA
../mitogenomes/mitoannotations/NC_003178_Ateleopus_japonicus.txt:	rRNA	69..1018	product	12S rRNA
../mitogenomes/mitoannotations/NC_003179_Ijimaia_dofleini.txt:	rRNA	69..1016	product	12S rRNA
../mitogenomes/mitoannotations/NC_003180_Neoscopelus_microchir.txt:	rRNA	69..1038	product	12S rRNA
../mitogenomes/mitoannotations/NC_003181_Polymixia_lowei.txt:	rRNA	69..1018	product	12S rRNA
../mitogenomes/mitoannotations/NC_003182_Mugil_cephalus.txt:	rRNA	70..1027	product	12S rRNA
../mitogenomes/mitoannotations/NC_003183_Cololabis_saira.txt:	rRNA	70..1014	product	12S rRNA
../mitogenomes/mitoannotations/NC_003184_Exocoetus_volitans.txt:	rRNA	70..1012	product	12S rRNA
../mitogenomes/mitoannotations/NC_003185_Danacetichthys_galathenus.txt:	rRNA	71..1013	product	12S rRNA
../mitogenomes/mitoannotations/NC_003186_Rondeletia_loricata.txt:	rRNA	70..1018	product	12S rRNA
../mitogenomes/mitoannotations/NC_003187_Hoplostethus_japonicus.txt:	rRNA	69..1013	product	12S rRNA
../mitogenomes/mitoannotations/NC_003188_Beryx_splendens.txt:	rRNA	69..1017	product	12S rRNA
../mitogenomes/mitoannotations/NC_003189_Myripristis_berndti.txt:	rRNA	69..1016	product	12S rRNA
../mitogenomes/mitoannotations/NC_003190_Zeus_faber.txt:	rRNA	69..1021	product	12S rRNA
../mitogenomes/mitoannotations/NC_003191_Antigonia_capros.txt:	rRNA	69..1019	product	12S rRNA
../mitogenomes/mitoannotations/NC_003192_Monopterus_albus.txt:	rRNA	69..1011	product	12S rRNA
../mitogenomes/mitoannotations/NC_003193_Mastacembelus_favus.txt:	rRNA	70..1017	product	12S rRNA
../mitogenomes/mitoannotations/NC_003194_Dactyloptena_peterseni.txt:	rRNA	69..1024	product	12S rRNA
../mitogenomes/mitoannotations/NC_003195_Helicolenus_hilgendorfi.txt:	rRNA	69..1014	product	12S rRNA
../mitogenomes/mitoannotations/NC_003196_Pagrus_major.txt:	rRNA	69..1021	product	12S rRNA
../mitogenomes/mitoannotations/NC_003290_Kryptolebias_marmoratus.txt:	rRNA	71..1015	product	12S rRNA
../mitogenomes/mitoannotations/NC_003342_Lepidosiren_paradoxa.txt:	rRNA	71..999	product	12S rRNA
../mitogenomes/mitoannotations/NC_003489_Ictalurus_punctatus.txt:	rRNA	71..1023	product	12S rRNA
../mitogenomes/mitoannotations/NC_004299_Takifugu_rubripes.txt:	rRNA	69..1015	product	12S rRNA
../mitogenomes/mitoannotations/NC_004372_Aphredoderus_sayanus.txt:	rRNA	70..1013	product	12S rRNA
../mitogenomes/mitoannotations/NC_004373_Carapus_bermudensis.txt:	rRNA	70..1016	product	12S rRNA
../mitogenomes/mitoannotations/NC_004374_Bassozetus_zenkevitchi.txt:	rRNA	69..1014	product	12S rRNA
../mitogenomes/mitoannotations/NC_004375_Cataetyx_rubrirostris.txt:	rRNA	69..1012	product	12S rRNA
../mitogenomes/mitoannotations/NC_004376_Diplacanthopoma_brachysoma.txt:	rRNA	69..1016	product	12S rRNA
../mitogenomes/mitoannotations/NC_004377_Physiculus_japonicus.txt:	rRNA	71..1021	product	12S rRNA
../mitogenomes/mitoannotations/NC_004378_Lamprogrammus_niger.txt:	rRNA	69..1018	product	12S rRNA
../mitogenomes/mitoannotations/NC_004379_Lota_lota.txt:	rRNA	69..1014	product	12S rRNA
../mitogenomes/mitoannotations/NC_004380_Lophius_americanus.txt:	rRNA	70..1019	product	12S rRNA
../mitogenomes/mitoannotations/NC_004381_Chaunax_abei.txt:	rRNA	69..1021	product	12S rRNA
../mitogenomes/mitoannotations/NC_004382_Chaunax_penicillatus.txt:	rRNA	69..1021	product	12S rRNA
../mitogenomes/mitoannotations/NC_004383_Caulophryne_jordani.txt:	rRNA	69..1016	product	12S rRNA
../mitogenomes/mitoannotations/NC_004384_Melanocetus_murrayi.txt:	rRNA	69..1022	product	12S rRNA
../mitogenomes/mitoannotations/NC_004385_Melanotaenia_lacustris.txt:	rRNA	69..1013	product	12S rRNA
../mitogenomes/mitoannotations/NC_004386_Hypoatherina_tsurugae.txt:	rRNA	70..1016	product	12S rRNA
../mitogenomes/mitoannotations/NC_004387_Oryzias_latipes.txt:	rRNA	70..1011	product	12S rRNA
../mitogenomes/mitoannotations/NC_004388_Gambusia_affinis.txt:	rRNA	70..1016	product	12S rRNA
../mitogenomes/mitoannotations/NC_004389_Cetostoma_regani.txt:	rRNA	70..1018	product	12S rRNA
../mitogenomes/mitoannotations/NC_004390_Eutaeniophorus_sp_033-Miya.txt:	rRNA	70..1018	product	12S rRNA
../mitogenomes/mitoannotations/NC_004391_Anoplogaster_cornuta.txt:	rRNA	69..1015	product	12S rRNA
../mitogenomes/mitoannotations/NC_004392_Monocentris_japonicus.txt:	rRNA	70..1017	product	12S rRNA
../mitogenomes/mitoannotations/NC_004393_Beryx_decadactylus.txt:	rRNA	69..1017	product	12S rRNA
../mitogenomes/mitoannotations/NC_004394_Ostichthys_japonicus.txt:	rRNA	69..1017	product	12S rRNA
../mitogenomes/mitoannotations/NC_004395_Sargocentron_rubrum.txt:	rRNA	70..1022	product	12S rRNA
../mitogenomes/mitoannotations/NC_004396_Parazen_pacificus.txt:	rRNA	69..1014	product	12S rRNA
../mitogenomes/mitoannotations/NC_004397_Zenion_japonicum.txt:	rRNA	70..1015	product	12S rRNA
../mitogenomes/mitoannotations/NC_004398_Allocyttus_niger.txt:	rRNA	69..1014	product	12S rRNA
../mitogenomes/mitoannotations/NC_004399_Neocyttus_rhomboidalis.txt:	rRNA	69..1014	product	12S rRNA
../mitogenomes/mitoannotations/NC_004400_Hypoptychus_dybowskii.txt:	rRNA	69..1010	product	12S rRNA
../mitogenomes/mitoannotations/NC_004401_Indostomus_paradoxus.txt:	rRNA	70..1014	product	12S rRNA
../mitogenomes/mitoannotations/NC_004402_Dactyloptena_tiltoni.txt:	rRNA	69..1023	product	12S rRNA
../mitogenomes/mitoannotations/NC_004403_Scalicus_amiscus.txt:	rRNA	69..1014	product	12S rRNA
../mitogenomes/mitoannotations/NC_004404_Cottus_reinii.txt:	rRNA	69..1013	product	12S rRNA
../mitogenomes/mitoannotations/NC_004405_Carangoides_armatus.txt:	rRNA	69..1021	product	12S rRNA
../mitogenomes/mitoannotations/NC_004406_Caranx_melampygus.txt:	rRNA	69..1019	product	12S rRNA
../mitogenomes/mitoannotations/NC_004407_Emmelichthys_struhsakeri.txt:	rRNA	69..1016	product	12S rRNA
../mitogenomes/mitoannotations/NC_004408_Pterocaesio_tile.txt:	rRNA	69..1016	product	12S rRNA
../mitogenomes/mitoannotations/NC_004409_Icelus_toyamensis.txt:	rRNA	69..1014	product	12S rRNA
../mitogenomes/mitoannotations/NC_004410_Pholis_crassispina.txt:	rRNA	69..1015	product	12S rRNA
../mitogenomes/mitoannotations/NC_004411_Petroscirtes_breviceps.txt:	rRNA	70..1020	product	12S rRNA
../mitogenomes/mitoannotations/NC_004412_Salarias_fasciatus.txt:	rRNA	70..1017	product	12S rRNA
../mitogenomes/mitoannotations/NC_004413_Arcos_sp_KU_149.txt:	rRNA	70..1014	product	12S rRNA
../mitogenomes/mitoannotations/NC_004414_Rhyacichthys_aspro.txt:	rRNA	69..1018	product	12S rRNA
../mitogenomes/mitoannotations/NC_004415_Eleotris_acanthopoma.txt:	rRNA	69..1025	product	12S rRNA
../mitogenomes/mitoannotations/NC_004416_Sufflamen_fraenatum.txt:	rRNA	69..1028	product	12S rRNA
../mitogenomes/mitoannotations/NC_004417_Gymnothorax_kidako.txt:	rRNA	70..1021	product	12S rRNA
../mitogenomes/mitoannotations/NC_004418_Polypterus_senegalus_senegalus.txt:	rRNA	72..1018	product	12S rRNA
../mitogenomes/mitoannotations/NC_004419_Polyodon_spathula.txt:	rRNA	69..1027	product	12S rRNA
../mitogenomes/mitoannotations/NC_004420_Scaphirhynchus_cf_albus.txt:	rRNA	69..1029	product	12S rRNA
../mitogenomes/mitoannotations/NC_004449_Gadus_chalcogrammus.txt:	rRNA	69..1021	product	12S rRNA
../mitogenomes/mitoannotations/NC_004530_Euthynnus_alletteratus.txt:	rRNA	69..1016	product	12S rRNA
../mitogenomes/mitoannotations/NC_004590_Alepocephalus_tenebrosus.txt:	rRNA	69..1019	product	12S rRNA
../mitogenomes/mitoannotations/NC_004591_Lipolagus_ochotensis.txt:	rRNA	71..1016	product	12S rRNA
../mitogenomes/mitoannotations/NC_004592_Dallia_pectoralis.txt:	rRNA	69..1007	product	12S rRNA
../mitogenomes/mitoannotations/NC_004593_Esox_lucius.txt:	rRNA	69..1010	product	12S rRNA
../mitogenomes/mitoannotations/NC_004594_Galaxias_maculatus.txt:	rRNA	69..1013	product	12S rRNA
../mitogenomes/mitoannotations/NC_004595_Glossanodon_semifasciatus.txt:	rRNA	70..1023	product	12S rRNA
../mitogenomes/mitoannotations/NC_004596_Nansenia_ardesiaca.txt:	rRNA	70..1018	product	12S rRNA
../mitogenomes/mitoannotations/NC_004597_Platytroctes_apus.txt:	rRNA	70..1020	product	12S rRNA
../mitogenomes/mitoannotations/NC_004598_Retropinna_retropinna.txt:	rRNA	69..1021	product	12S rRNA
../mitogenomes/mitoannotations/NC_004599_Salangichthys_microdon.txt:	rRNA	69..1013	product	12S rRNA
../mitogenomes/mitoannotations/NC_004600_Opisthoproctus_soleatus.txt:	rRNA	70..1022	product	12S rRNA
../mitogenomes/mitoannotations/NC_004692_Apteronotus_albifrons.txt:	rRNA	70..1018	product	12S rRNA
../mitogenomes/mitoannotations/NC_004693_Chanos_chanos.txt:	rRNA	69..1028	product	12S rRNA
../mitogenomes/mitoannotations/NC_004694_Sarcocheilichthys_variegatus_microoculus.txt:	rRNA	70..1026	product	12S rRNA
../mitogenomes/mitoannotations/NC_004695_Cobitis_striata.txt:	rRNA	70..1017	product	12S rRNA
../mitogenomes/mitoannotations/NC_004696_Lefua_echigonia.txt:	rRNA	70..1022	product	12S rRNA
